order_id,order_date,menu_item_name,menu_item_category,menu_item_price,menu_item_size,menu_item_quantity,customer_name,delivery,delivery_address
FNR59RYIK1,2024-07-06,Deep Dish Pepperoni,Pizza,11.99,Regular,5,Anthony Anderson,Yes,"8496 Bedford Ave, Brooklyn, NY"
IBOY7RRYVO,2024-04-28,ExtraMostBestest Cheese,Pizza,10.49,Large,6,Mary Thomas,Yes,"6557 Nostrand Ave, Brooklyn, NY"
H6W5OR27NW,2024-06-15,Veggie Pizza,Beverage,12.49,Large,4,Mary Garcia,Yes,"4149 Church Ave, Brooklyn, NY"
VXFORDPUOP,2024-06-21,Buffalo Wings,Wings,9.49,8pc,7,Elizabeth Jones,No,
I80N2QDPQF,2024-03-13,Classic Pepperoni Pizza,Pizza,9.49,Large,1,Charles Rodriguez,Yes,"7437 Kings Hwy, Brooklyn, NY"
HW5HGD8T10,2024-05-05,Buffalo Wings,Wings,9.49,8pc,6,Charles Taylor,Yes,"732 Fulton St, Brooklyn, NY"
QYQX5FIX17,2024-11-25,Classic Pepperoni Pizza,Pizza,9.49,Large,4,Barbara Martin,Yes,"2019 Flatbush Ave, Brooklyn, NY"
5I3P0QPWN5,2024-07-17,Crazy Bread,Sides,4.99,Regular,4,Matthew Martin,No,
BCLFTE36QA,2024-05-02,Classic Pepperoni Pizza,Pizza,9.49,Large,4,Barbara Smith,Yes,"7519 Kings Hwy, Brooklyn, NY"
DZMPOGO93K,2024-11-24,Veggie Pizza,Pizza,12.49,Large,6,Susan Rodriguez,Yes,"1224 Coney Island Ave, Brooklyn, NY"
P4U88YY5A3,2024-09-28,ExtraMostBestest Pepperoni,Pizza,10.49,Large,5,James Martin,Yes,"8653 Church Ave, Brooklyn, NY"
Z36DV7ZOBI,2024-08-27,ExtraMostBestest Cheese,Pizza,10.49,Large,2,Robert Wilson,No,
YP1HGILFVD,2024-01-24,Crazy Bread Combo,Sides,5.99,Regular,1,Charles Thomas,No,
OJFZD1LZUP,2024-06-21,Aquafina Water,Beverage,1.99,20oz,8,Donald Smith,No,
3S87UKBX3A,2024-06-14,2 Liter Pepsi,Beverage,3.29,Small,9,Lisa Thomas,Yes,"7998 Kings Hwy, Brooklyn, NY"
TTSTAVF22R,2024-10-07,Crazy Bread,Sides,4.99,Regular,1,Mary Rodriguez,Yes,"7839 Atlantic Ave, Brooklyn, NY"
I0Q1RIS5JD,2024-06-21,Caesar Wings,Wings,8.99,8pc,8,Mark Martin,Yes,"8407 Utica Ave, Brooklyn, NY"
NNZY7JRCI4,2024-04-09,Crazy Bread Combo,Sides,5.99,Regular,2,Daniel Martin,No,
UF93Z9QBLZ,2024-02-02,2 Liter Diet Pepsi,Beverage,3.29,2L,3,David Thomas,No,
GGZ6472476,2024-01-21,Crazy Bread Combo,Sides,5.99,Regular,8,Jessica Miller,Yes,"7455 Bedford Ave, Brooklyn, NY"
OAFKBFQ1ME,2024-11-24,Deep Dish Cheese,Pizza,11.49,Regular,5,John Davis,Yes,"2584 Bedford Ave, Brooklyn, NY"
TPP5Z90E49,2024-02-29,ExtraMostBestest Cheese,Pizza,10.49,Large,4,Sarah Gonzalez,Yes,"5603 Kings Hwy, Brooklyn, NY"
MPDJE8EFT4,2024-11-06,Mountain Dew 2 Liter,Beverage,3.29,2L,3,Jennifer Brown,No,
SMS38WZBUL,2024-05-18,Classic Cheese Pizza,Pizza,8.99,Large,5,Karen Gonzalez,Yes,"4253 Fulton St, Brooklyn, NY"
9SWGA1QGT6,2024-10-07,Deep Dish Cheese,Pizza,11.49,Regular,4,Anthony Rodriguez,Yes,"9024 Church Ave, Brooklyn, NY"
7ZVDIN7FM1,2024-06-17,2 Liter Pepsi,Beverage,3.29,2L,6,Joseph Johnson,Yes,"6446 Fulton St, Brooklyn, NY"
MFKOCYC3DA,2024-05-13,Deep Dish Pepperoni,Pizza,11.99,Regular,1,Susan Garcia,No,
DCU8895HXL,2024-09-03,Classic Cheese Pizza,Pizza,8.99,Regular,4,Matthew Martinez,Yes,"5586 Atlantic Ave, Brooklyn, NY"
MK6831HI1F,2024-05-20,3 Meat Treat Pizza,Pizza,12.99,Large,3,John Garcia,No,
5CWFZIWJOT,2024-09-24,Deep Dish Cheese,Pizza,11.49,Regular,1,John Jackson,No,
WKZQ3HFRJ5,2024-06-05,ExtraMostBestest Pepperoni,Pizza,10.49,Large,4,Betty Taylor,Yes,"572 Court St, Brooklyn, NY"
WXGD4PUH8W,2024-03-25,Crazy Bread Combo,Sides,5.99,Regular,2,James Gonzalez,Yes,"2364 Church Ave, Brooklyn, NY"
YONP5BOI5A,2024-02-06,Deep Dish Pepperoni,Pizza,11.99,Regular,2,David Gonzalez,Yes,"870 Bedford Ave, Brooklyn, NY"
VIRR2K06GS,2024-08-25,Classic Pepperoni Pizza,Pizza,9.49,Large,9,Barbara Miller,No,
4X3SUYBZE4,2024-02-06,Caesar Wings,Wings,8.99,8pc,2,Anthony Taylor,Yes,"1836 Bedford Ave, Brooklyn, NY"
4JC7MOG4Z2,2024-02-16,ExtraMostBestest Cheese,Pizza,10.49,Large,1,Sarah Wilson,No,
8NEA0XGE9O,2024-06-11,Italian Cheese Bread,Sides,6.49,Regular,4,Betty Jones,No,
LTUOZMVNK4,2024-12-10,Caesar Wings,Wings,8.99,8pc,1,Sarah Jackson,Yes,
UXHXXD9WIF,2024-01-21,ExtraMostBestest Cheese,Pizza,10.49,Large,5,Nancy Smith,No,
SOMPXXDZT8,2024-09-07,ExtraMostBestest Cheese,Pizza,10.49,Large,4,Richard Gonzalez,Yes,"8994 Utica Ave, Brooklyn, NY"
LVKZIIXP7T,2024-07-06,Mountain Dew 2 Liter,Beverage,3.29,2L,10,Nancy Williams,No,
S4P10C7F8N,2024-06-23,Caesar Wings,Wings,8.99,8pc,9,Richard Moore,Yes,"5491 Kings Hwy, Brooklyn, NY"
2VON2FR5XL,2024-05-25,Classic Cheese Pizza,Pizza,8.99,Large,7,James Jones,Yes,"8967 Utica Ave, Brooklyn, NY"
2H5MPQ79XT,2024-12-20,Deep Dish Cheese,Pizza,11.49,Regular,6,Matthew Moore,Yes,"5069 Nostrand Ave, Brooklyn, NY"
KVH1UOQYN6,2024-08-05,ExtraMostBestest Cheese,Pizza,10.49,Large,1,Linda Garcia,Yes,"2149 Eastern Pkwy, Brooklyn, NY"
L83KKOFBDN,2024-09-12,ExtraMostBestest Pepperoni,Pizza,10.49,Large,1,Linda Rodriguez,No,
79HU2GGU81,2024-04-03,Caesar Wings,Wings,8.99,8pc,4,Jennifer Anderson,Yes,"6976 Fulton St, Brooklyn, NY"
0JMC2JAYMA,2024-01-23,2 Liter Pepsi,Beverage,3.29,2L,4,Susan Anderson,Yes,"7452 Bedford Ave, Brooklyn, NY"
F559AN2ZWR,2024-12-13,Crazy Bread,Sides,4.99,Regular,8,Mary Rodriguez,Yes,"3380 Flatbush Ave, Brooklyn, NY"
A4PSR2826U,2024-11-24,Supreme Pizza,Pizza,13.99,Large,5,Thomas Smith,No,
VA0WDYM3DI,2024-11-08,Caesar Wings,Wings,8.99,8pc,4,Patricia Jones,Yes,"7206 Fulton St, Brooklyn, NY"
AUNIURGKTZ,2024-12-25,Caesar Wings,Wings,8.99,8pc,5,Sandra Johnson,Yes,
2YQNPN3VGI,2024-12-10,3 Meat Treat Pizza,Pizza,12.99,Large,2,Elizabeth Smith,No,
RBZX0W4T7C,2024-04-30,Aquafina Water,Pizza,1.99,20oz,2,Betty Gonzalez,Yes,"9721 Fulton St, Brooklyn, NY"
NCMRD1PO5R,2024-06-23,Classic Cheese Pizza,Pizza,8.99,Large,6,Karen Williams,No,
GVYJ2JZO76,2024-05-20,Classic Pepperoni Pizza,Pizza,9.49,Large,1,James Davis,Yes,"5594 Utica Ave, Brooklyn, NY"
VKGCERKNCM,2024-10-20,2 Liter Pepsi,Beverage,3.29,2L,5,Mark Gonzalez,Yes,"9781 Fulton St, Brooklyn, NY"
C69Q0PUNGR,2024-01-29,Deep Dish Pepperoni,Pizza,11.99,Regular,1,James Taylor,Yes,"7503 Court St, Brooklyn, NY"
0FD9RGPCRN,2024-04-05,Veggie Pizza,Pizza,12.49,Large,4,Susan Jackson,Yes,"4389 Utica Ave, Brooklyn, NY"
4I36422IDC,2024-04-02,Crazy Bread Combo,Sides,5.99,Regular,4,Mary Garcia,Yes,"4891 Atlantic Ave, Brooklyn, NY"
K4SYSAVA73,2024-10-31,2 Liter Pepsi,Beverage,3.29,2L,2,Linda Jackson,Yes,"3888 Atlantic Ave, Brooklyn, NY"
S48I5QXJYM,2024-11-11,Italian Cheese Bread,Sides,6.49,Regular,4,Nancy Johnson,Yes,"7646 Fulton St, Brooklyn, NY"
VWDDASQTIM,2024-10-25,Crazy Bread Combo,Sides,5.99,Regular,3,Linda Miller,Yes,"2892 Eastern Pkwy, Brooklyn, NY"
IS9EQPIGJS,2024-10-31,Buffalo Wings,Wings,9.49,8pc,4,James Moore,Yes,"6602 Utica Ave, Brooklyn, NY"
U9DUD85ZYC,2024-02-27,Buffalo Wings,Wings,9.49,8pc,1,Robert Brown,No,
P48ARJS89F,2024-02-28,ExtraMostBestest Pepperoni,Pizza,10.49,Large,1,David Brown,Yes,"4538 Church Ave, Brooklyn, NY"
TUH08LV63N,2024-05-17,ExtraMostBestest Cheese,Pizza,10.49,Large,4,Richard Martinez,Yes,"3671 Flatbush Ave, Brooklyn, NY"
WT2XR3RFBI,2024-02-28,Mountain Dew 2 Liter,Beverage,3.29,2L,2,Karen Lopez,Yes,"6792 Utica Ave, Brooklyn, NY"
SAHJPVKNJ4,2024-09-11,Deep Dish Cheese,Pizza,11.49,Regular,1,Richard Martin,Yes,"1920 Utica Ave, Brooklyn, NY"
007BBMPXQ3,2024-07-20,Classic Cheese Pizza,Pizza,8.99,Large,6,Richard Jackson,Yes,"8541 Nostrand Ave, Brooklyn, NY"
COLT2N6SLK,2024-10-01,Crazy Bread,Sides,4.99,Regular,4,Sarah Wilson,Yes,"881 Atlantic Ave, Brooklyn, NY"
O7I8P35A3G,2024-09-06,Veggie Pizza,Pizza,12.49,Large,2,Betty Taylor,Yes,"2081 Court St, Brooklyn, NY"
VMXDQ5UYZN,2024-02-17,ExtraMostBestest Cheese,Pizza,10.49,Large,10,Patricia Brown,No,
FLOH5RI7B0,2024-04-21,ExtraMostBestest Pepperoni,Pizza,10.49,Large,7,Thomas Taylor,Yes,"7478 Coney Island Ave, Brooklyn, NY"
6W32VAADVE,2024-02-20,ExtraMostBestest Pepperoni,Pizza,10.49,Large,4,Robert Davis,No,
W1IXH7ZCI8,2024-09-14,Veggie Pizza,Pizza,12.49,Large,7,Elizabeth Brown,No,
NVNDDD2N3K,2024-06-28,2 Liter Pepsi,Beverage,3.29,Small,10,Elizabeth Anderson,Yes,"8872 Utica Ave, Brooklyn, NY"
QQN61FKBCZ,2024-09-17,Classic Cheese Pizza,Pizza,8.99,Large,4,Richard Jackson,Yes,"9145 Church Ave, Brooklyn, NY"
9YTMQSHDZ8,2024-11-09,Classic Pepperoni Pizza,Pizza,9.49,Large,5,Jessica Wilson,Yes,"5954 Flatbush Ave, Brooklyn, NY"
5N7LLILWWM,2024-01-21,Classic Pepperoni Pizza,Pizza,9.49,Large,7,Nancy Williams,Yes,"3572 Coney Island Ave, Brooklyn, NY"
B4X7K0N3YU,2024-02-23,ExtraMostBestest Cheese,Pizza,10.49,Large,3,Linda Moore,Yes,"985 Church Ave, Brooklyn, NY"
JALZX8VMR4,2024-10-23,Crazy Bread Combo,Sides,5.99,Regular,2,David Thomas,No,
BQNWYEJ5VA,2024-08-30,2 Liter Diet Pepsi,Beverage,3.29,2L,5,Richard Moore,No,
LUAP56HVO5,2024-08-07,Crazy Bread,Sides,4.99,Regular,2,Robert Brown,Yes,"5001 Flatbush Ave, Brooklyn, NY"
C99HZYZTE8,2024-06-14,ExtraMostBestest Cheese,Pizza,10.49,Large,9,Charles Johnson,No,
YT77YONPXK,2024-10-04,Classic Cheese Pizza,Pizza,8.99,Large,4,Donald Johnson,Yes,"9080 Flatbush Ave, Brooklyn, NY"
K8SSRI5ILH,2024-04-10,Classic Pepperoni Pizza,Pizza,9.49,Large,1,Michael Davis,Yes,"9887 Court St, Brooklyn, NY"
X85CDIMYNB,2024-07-07,Veggie Pizza,Pizza,12.49,8pc,3,Lisa Lopez,No,
ZDSB5XOJD7,2024-10-05,Classic Cheese Pizza,Pizza,8.99,Regular,6,John Martinez,No,
CNIGMMIHHJ,2024-09-01,Crazy Bread,Sides,4.99,Regular,9,William Jones,No,
1TKEESSGR0,2024-10-06,2 Liter Pepsi,Beverage,3.29,2L,7,Jennifer Rodriguez,Yes,"607 Flatbush Ave, Brooklyn, NY"
PWSKV4W6VC,2024-09-05,Aquafina Water,Beverage,1.99,20oz,3,Lisa Martinez,Yes,"4297 Flatbush Ave, Brooklyn, NY"
HB7RH7FJGV,2024-04-30,Classic Pepperoni Pizza,Wings,9.49,Large,2,Elizabeth Williams,No,
RU4UICC1EF,2024-03-20,ExtraMostBestest Cheese,Pizza,10.49,Large,4,Lisa Davis,Yes,"7404 Eastern Pkwy, Brooklyn, NY"
IINCXLFLJY,2024-11-16,Classic Cheese Pizza,Pizza,8.99,Large,5,Sarah Williams,No,
GSKJ8PPJMJ,2024-08-18,ExtraMostBestest Pepperoni,Pizza,10.49,Large,4,Patricia Johnson,No,
0CO96MW72F,2024-07-10,Buffalo Wings,Wings,9.49,8pc,1,Linda Miller,Yes,
E822L8UZLN,2024-05-08,Deep Dish Cheese,Pizza,11.49,Regular,2,Susan Johnson,No,
1ODWBWQTVL,2024-02-20,Caesar Wings,Wings,8.99,8pc,1,Thomas Hernandez,Yes,"271 Flatbush Ave, Brooklyn, NY"
4C5PBU6P3T,2024-02-10,Deep Dish Cheese,Pizza,11.49,Regular,4,Sandra Taylor,Yes,"8285 Flatbush Ave, Brooklyn, NY"
7O2UDTXCY1,2024-08-05,ExtraMostBestest Cheese,Pizza,10.49,Large,2,Robert Taylor,Yes,"9220 Kings Hwy, Brooklyn, NY"
KFD2H08YUW,2024-09-30,Veggie Pizza,Pizza,12.49,Large,4,Anthony Hernandez,Yes,"1011 Court St, Brooklyn, NY"
JWCH13TYGH,2024-07-14,Caesar Wings,Wings,8.99,8pc,8,Mark Martin,No,
M82ZHPEAU4,2024-05-31,Classic Pepperoni Pizza,Pizza,9.49,Large,4,Mary Rodriguez,No,
UHAQXRJ936,2024-08-15,Classic Pepperoni Pizza,Pizza,9.49,Large,2,Betty Johnson,No,
WDVC65HYS7,2024-12-26,Mountain Dew 2 Liter,Beverage,3.29,2L,4,William Taylor,Yes,"2373 Ocean Pkwy, Brooklyn, NY"
PBCY6KGJIB,2024-08-17,Classic Cheese Pizza,Pizza,8.99,8pc,4,Thomas,No,
SD547C1G6D,2024-11-13,Mountain Dew 2 Liter,Beverage,3.29,2L,2,Jessica Rodriguez,Yes,"3619 Coney Island Ave, Brooklyn, NY"
5TZS9D8KTZ,2024-10-08,Buffalo Wings,Wings,9.49,8pc,2,Nancy Martinez,No,
KN3T6KB9PD,2024-12-01,ExtraMostBestest Pepperoni,Pizza,10.49,Large,8,Richard Rodriguez,Yes,"2901 Court St, Brooklyn, NY"
3V6F0DUQ0F,2024-06-25,Classic Pepperoni Pizza,Pizza,9.49,Large,3,Jennifer Rodriguez,Yes,"719 Atlantic Ave, Brooklyn, NY"
4ZK830ZR12,2024-02-05,ExtraMostBestest Cheese,Pizza,10.49,Large,3,Ashley Jackson,No,
CPRKFWJ8DA,2024-03-11,Italian Cheese Bread,Sides,6.49,Regular,4,Jessica Johnson,Yes,"9203 Ocean Pkwy, Brooklyn, NY"
EEZ21P5BB4,2024-02-09,Crazy Bread,Sides,4.99,Regular,2,Robert Jackson,Yes,"5218 Ocean Pkwy, Brooklyn, NY"
F7NI7RWWRJ,2024-12-27,2 Liter Diet Pepsi,Beverage,3.29,2L,6,William Lopez,Yes,"3738 Eastern Pkwy, Brooklyn, NY"
D71286HKFD,2024-07-26,Supreme Pizza,Pizza,13.99,Large,4,Susan Thomas,Yes,"6304 Eastern Pkwy, Brooklyn, NY"
4MS18GN1OC,2024-05-10,Aquafina Water,Beverage,1.99,20oz,5,Elizabeth Martinez,No,
X89J8E69B0,2024-02-13,Crazy Bread,Sides,4.99,Regular,2,Joseph Jackson,Yes,"3450 Ocean Pkwy, Brooklyn, NY"
N16CZEOL2N,2024-06-01,Crazy Bread,Sides,4.99,Regular,5,Charles Hernandez,Yes,"9290 Kings Hwy, Brooklyn, NY"
3ZEU3XML4T,2024-10-06,Classic Cheese Pizza,Pizza,8.99,Large,3,Michael Jones,No,
LVOQDXFH52,2024-02-20,2 Liter Pepsi,Beverage,3.29,2L,3,Patricia Brown,Yes,"3012 Coney Island Ave, Brooklyn, NY"
4ANC8PEEM9,2024-04-04,Aquafina Water,Beverage,1.99,20oz,3,Matthew Gonzalez,Yes,"6345 Coney Island Ave, Brooklyn, NY"
WCPDBAXNTM,2024-10-12,ExtraMostBestest Pepperoni,Pizza,10.49,Large,7,Ashley Johnson,Yes,"3378 Coney Island Ave, Brooklyn, NY"
REJYTN2NOG,2024-09-18,ExtraMostBestest Cheese,Sides,10.49,Large,2,Robert Miller,Yes,"6255 Atlantic Ave, Brooklyn, NY"
K4M306IJ69,2024-04-19,2 Liter Diet Pepsi,Beverage,3.29,2L,4,Richard Davis,Yes,
S7WVF5KE61,2024-03-17,Deep Dish Pepperoni,Pizza,11.99,Regular,5,Elizabeth Johnson,Yes,"6357 Flatbush Ave, Brooklyn, NY"
SXK22PY34X,2024-09-21,3 Meat Treat Pizza,Pizza,12.99,Large,6,Mark Martin,Yes,"3752 Eastern Pkwy, Brooklyn, NY"
9ERU0V8E0J,2024-10-04,Crazy Bread,Sides,4.99,Regular,4,Karen Martin,Yes,"3097 Fulton St, Brooklyn, NY"
DVNQFSTYSY,2024-04-26,Buffalo Wings,Wings,9.49,8pc,4,Jennifer Jackson,Yes,"7397 Fulton St, Brooklyn, NY"
FWYRL66378,2024-03-28,2 Liter Diet Pepsi,Beverage,3.29,2L,4,William Lopez,Yes,"8407 Flatbush Ave, Brooklyn, NY"
NSD8A799S2,2024-04-27,Italian Cheese Bread,Sides,6.49,Regular,8,Michael Thomas,No,
V2UXSSL7FG,2024-11-11,Aquafina Water,Beverage,1.99,20oz,4,Jennifer Rodriguez,Yes,"7186 Eastern Pkwy, Brooklyn, NY"
90QG22DVX5,2024-08-12,Classic Pepperoni Pizza,Pizza,9.49,Large,4,Elizabeth Lopez,Yes,"9689 Court St, Brooklyn, NY"
RPE5XE4E5Y,2024-08-17,Deep Dish Cheese,Pizza,11.49,Regular,5,James Wilson,Yes,"3961 Fulton St, Brooklyn, NY"
WQEQ7J8M8C,2024-08-30,Crazy Bread,Sides,4.99,Regular,3,Mary Davis,No,
2Q4NRVJ0UJ,2024-07-27,Crazy Bread,Sides,4.99,Regular,9,Daniel Thomas,Yes,"8404 Court St, Brooklyn, NY"
WG5W28UYGE,2024-01-11,Classic Cheese Pizza,Pizza,8.99,Large,4,Betty Thomas,Yes,"4325 Flatbush Ave, Brooklyn, NY"
2F15J2B3UB,2024-02-28,Deep Dish Cheese,Pizza,11.49,Regular,2,Daniel Davis,No,
G0AZDKKQAH,2024-09-02,Caesar Wings,Wings,8.99,8pc,1,Betty Anderson,No,
C7C53DOTE3,2024-10-16,Deep Dish Pepperoni,Pizza,11.99,Regular,2,Nancy Jones,Yes,"7546 Nostrand Ave, Brooklyn, NY"
S4P845WRXP,2024-12-22,ExtraMostBestest Cheese,Pizza,10.49,Large,6,Sandra Martin,Yes,"8894 Nostrand Ave, Brooklyn, NY"
3JVZ0G1C3R,2024-04-02,Deep Dish Cheese,Pizza,11.49,Regular,2,Mark Martin,No,
26ZTZ1RBDK,2024-06-07,2 Liter Pepsi,Beverage,3.29,2L,7,Susan Smith,Yes,"2549 Court St, Brooklyn, NY"
Y2O6S7CMD2,2024-12-01,Classic Cheese Pizza,Pizza,8.99,Large,7,Robert Lopez,Yes,"3873 Eastern Pkwy, Brooklyn, NY"
YC1UMTCB7H,2024-01-06,Classic Pepperoni Pizza,Pizza,9.49,Large,3,Betty Brown,Yes,"4988 Utica Ave, Brooklyn, NY"
HLTE9YWUBA,2024-12-30,Supreme Pizza,Pizza,13.99,Large,7,Linda Williams,Yes,"7827 Fulton St, Brooklyn, NY"
6TWY9BFIPQ,2024-08-08,ExtraMostBestest Pepperoni,Pizza,10.49,Large,4,Mark Taylor,Yes,"7605 Ocean Pkwy, Brooklyn, NY"
WH1RETMEFO,2024-07-27,Crazy Bread,Sides,4.99,Regular,7,Donald Rodriguez,No,
LSV2IFWY3I,2024-08-11,2 Liter Pepsi,Wings,3.29,2L,10,Linda Rodriguez,Yes,"3070 Fulton St, Brooklyn, NY"
4L17K6OHPX,2024-05-22,Italian Cheese Bread,Sides,6.49,Regular,3,Elizabeth Moore,Yes,"5430 Nostrand Ave, Brooklyn, NY"
YSYTLVAEUU,2024-07-16,Crazy Bread Combo,Sides,5.99,Regular,3,Linda Davis,Yes,"970 Flatbush Ave, Brooklyn, NY"
KL4Z29DLBT,2024-01-27,Crazy Bread,Sides,4.99,Regular,6,David Davis,Yes,"1116 Fulton St, Brooklyn, NY"
CV4FDEPCVS,2024-06-14,Caesar Wings,Wings,8.99,8pc,9,Matthew Gonzalez,No,
XTZZHTDABY,2024-12-31,2 Liter Pepsi,Beverage,3.29,2L,7,Anthony Wilson,No,
FKKPD4B86Z,2024-07-15,Mountain Dew 2 Liter,Beverage,3.29,2L,5,Nancy Martin,Yes,"5557 Nostrand Ave, Brooklyn, NY"
YTUU583KZN,2024-09-16,Deep Dish Cheese,Pizza,11.49,Regular,1,Robert Jackson,Yes,"3421 Utica Ave, Brooklyn, NY"
C3FF22W2HQ,2024-06-22,Classic Cheese Pizza,Pizza,8.99,Large,5,Lisa Gonzalez,No,
0YWKDT4NBE,2024-12-15,Classic Cheese Pizza,Pizza,8.99,Large,6,Joseph Martin,Yes,"8384 Ocean Pkwy, Brooklyn, NY"
ZENK5Z3GM5,2024-11-07,Caesar Wings,Wings,8.99,8pc,3,Charles Martinez,Yes,"6412 Church Ave, Brooklyn, NY"
XAP3WICYZR,2024-02-16,Classic Cheese Pizza,Pizza,8.99,Large,2,Robert Lopez,No,
U5HV3G2VWV,2024-12-22,Mountain Dew 2 Liter,Beverage,3.29,2L,9,Nancy Lopez,Yes,"2143 Nostrand Ave, Brooklyn, NY"
6P9I7SUNT9,2024-08-04,Mountain Dew 2 Liter,Beverage,3.29,2L,5,Ashley Taylor,Yes,"6768 Eastern Pkwy, Brooklyn, NY"
B02G1BFBRN,2024-12-03,Supreme Pizza,Pizza,13.99,Large,4,Charles Johnson,Yes,"9217 Fulton St, Brooklyn, NY"
MSOS8J24TJ,2024-03-19,Aquafina Water,Beverage,1.99,20oz,3,Sarah Jackson,No,
M3VODZLPNY,2024-05-21,ExtraMostBestest Cheese,Pizza,10.49,Large,3,Daniel Garcia,No,
MMG129AYKP,2024-01-31,Mountain Dew 2 Liter,Beverage,3.29,2L,3,Richard Brown,Yes,"8019 Flatbush Ave, Brooklyn, NY"
PZABSX78XB,2024-05-18,Caesar Wings,Wings,8.99,8pc,9,John Moore,No,
YHH915909Q,2024-11-11,3 Meat Treat Pizza,Pizza,12.99,Large,1,Betty Rodriguez,Yes,"7043 Fulton St, Brooklyn, NY"
3BLSL5N6HD,2024-12-16,Classic Pepperoni Pizza,Pizza,9.49,Large,8,Patricia Taylor,No,
O0B2TKPZ0D,2024-09-23,Supreme Pizza,Pizza,13.99,Large,3,Susan Jones,Yes,"9078 Church Ave, Brooklyn, NY"
HVPN0TYTW1,2024-09-14,2 Liter Diet Pepsi,Beverage,3.29,2L,7,Anthony Brown,Yes,"1791 Nostrand Ave, Brooklyn, NY"
YQ7EY3TPEG,2024-05-23,ExtraMostBestest Cheese,Pizza,10.49,Large,4,Elizabeth Hernandez,No,
JZ7T6DOHIU,2024-02-22,Supreme Pizza,Pizza,13.99,Large,2,Mark Davis,Yes,"4529 Bedford Ave, Brooklyn, NY"
92VRZSQZCU,2024-01-17,2 Liter Pepsi,Beverage,3.29,Large,4,Joseph Hernandez,Yes,"8386 Fulton St, Brooklyn, NY"
6UVZU078W3,2024-12-03,Crazy Bread Combo,Sides,5.99,Regular,4,Nancy Garcia,Yes,"9626 Ocean Pkwy, Brooklyn, NY"
7O504FX0AK,2024-10-22,Veggie Pizza,Pizza,12.49,Large,2,Donald Miller,Yes,"315 Atlantic Ave, Brooklyn, NY"
FK9X5DKGZG,2024-09-24,ExtraMostBestest Cheese,Beverage,10.49,Large,3,Donald Lopez,No,
1LIYMWL7GF,2024-09-20,Veggie Pizza,Pizza,12.49,Large,1,Lisa Rodriguez,Yes,"7657 Bedford Ave, Brooklyn, NY"
CTAYJ9UI8N,2024-02-13,Veggie Pizza,Pizza,12.49,Large,3,Ashley Garcia,Yes,"190 Bedford Ave, Brooklyn, NY"
EBNDSL3BEG,2024-08-12,ExtraMostBestest Cheese,Pizza,10.49,Large,2,Sandra Smith,No,
0NCEG5F83H,2024-07-14,ExtraMostBestest Pepperoni,Pizza,10.49,Large,5,Donald Brown,No,
Z23D4B1V4M,2024-12-15,Deep Dish Cheese,Pizza,11.49,Regular,8,Mark Taylor,No,
XXYE4QVTDO,2024-02-17,Crazy Bread Combo,Sides,5.99,Regular,5,Betty Garcia,Yes,"4968 Eastern Pkwy, Brooklyn, NY"
3OXNFWWWGG,2024-02-24,Classic Cheese Pizza,Pizza,8.99,Large,3,Patricia Wilson,Yes,"3524 Utica Ave, Brooklyn, NY"
Q46F38W2ZD,2024-08-09,Veggie Pizza,Pizza,12.49,Large,3,Karen Anderson,No,
TPEG7CY63F,2024-10-22,Classic Cheese Pizza,Pizza,8.99,Large,4,Daniel Garcia,Yes,"3411 Nostrand Ave, Brooklyn, NY"
EMTSWAALXV,2024-05-27,Crazy Bread Combo,Sides,5.99,Regular,1,Susan Gonzalez,Yes,"6708 Atlantic Ave, Brooklyn, NY"
UGUD3I8MGK,2024-08-12,Classic Pepperoni Pizza,Pizza,9.49,Large,1,Mary Hernandez,No,
BTMMWNVQJI,2024-11-09,Classic Pepperoni Pizza,Pizza,9.49,Large,7,Patricia Johnson,Yes,"3331 Nostrand Ave, Brooklyn, NY"
ANLJVGSCDQ,2024-06-25,Crazy Bread,Sides,4.99,Regular,5,Lisa Martinez,No,
663OH4WLXA,2024-05-25,Crazy Bread Combo,Sides,5.99,Regular,7,Robert Martin,Yes,"8515 Nostrand Ave, Brooklyn, NY"
FE6V5NIDD9,2024-06-04,Mountain Dew 2 Liter,Beverage,3.29,2L,8,Sarah Moore,Yes,"7215 Nostrand Ave, Brooklyn, NY"
BM3AXW41ZU,2024-07-07,ExtraMostBestest Cheese,Pizza,10.49,Large,7,James Johnson,No,
357NY16OAH,2024-05-15,2 Liter Pepsi,Beverage,3.29,2L,8,Thomas Miller,Yes,"2484 Utica Ave, Brooklyn, NY"
7IKP7SLMGS,2024-06-23,ExtraMostBestest Cheese,Pizza,10.49,Large,6,Charles Wilson,Yes,"1012 Coney Island Ave, Brooklyn, NY"
NK9BLTY9P0,2024-11-02,Aquafina Water,Beverage,1.99,20oz,8,Nancy Miller,Yes,"1233 Fulton St, Brooklyn, NY"
QOP4HN5X5E,2024-07-04,Crazy Bread,Sides,4.99,Regular,3,Thomas Martinez,Yes,"6535 Atlantic Ave, Brooklyn, NY"
76RRF2HNQC,2024-07-26,Caesar Wings,Wings,8.99,8pc,2,Joseph Davis,Yes,"2422 Atlantic Ave, Brooklyn, NY"
3J6Z3MQJJ9,2024-12-23,ExtraMostBestest Pepperoni,Pizza,10.49,Large,9,Nancy Thomas,No,
